"ID","Via","Velocidade_Verificada_Km_h","Fila_em_metros","Vel_verificada_ms","Atraso_segundos","Data","Hora","pico","fase","date_brasil"
1,R. Garibaldi,9.31,672,2.58611111111111,164,2019-11-01,07:39:19,manha,atual,01/11/2019
2,R. Santo Antônio,3.83,153,1.06388888888889,118,2019-11-01,07:56:53,manha,atual,01/11/2019
3,Av. Independência,7.04,807,1.95555555555556,329,2019-11-01,07:28:44,manha,atual,01/11/2019
4,R. Sarmento Leite,8.29,319,2.30277777777778,103,2019-11-01,07:17:19,manha,atual,01/11/2019
5,R. Sarmento Leite,9.96,569,2.76666666666667,148,2019-11-01,07:17:19,manha,atual,01/11/2019
6,Av. Independência,9.82,876,2.72777777777778,232,2019-11-01,07:28:44,manha,atual,01/11/2019
7,Av. Osvaldo Aranha,24.68,1191,6.85555555555556,60,2019-11-01,08:58:54,manha,atual,01/11/2019
8,Av. Osvaldo Aranha,9.36,393,2.6,106,2019-11-01,08:23:48,manha,atual,01/11/2019
9,R. Garibaldi,15.58,672,4.32777777777778,59,2019-11-01,08:58:53,manha,atual,01/11/2019
10,R. Santo Antônio,11.31,643,3.14166666666667,100,2019-11-01,08:31:51,manha,atual,01/11/2019
11,R. Garibaldi,8,672,2.22222222222222,206,2019-11-01,08:58:53,manha,atual,01/11/2019
12,Av. Independência,7.95,636,2.20833333333333,224,2019-11-04,08:28:45,manha,atual,01/11/2019
13,Av. Independência,7.87,742,2.18611111111111,262,2019-11-04,08:28:45,manha,atual,01/11/2019
14,Av. Osvaldo Aranha,22.95,970,6.375,61,2019-11-05,07:58:57,manha,atual,01/11/2019
15,Av. Independência,7.51,742,2.08611111111111,279,2019-11-05,08:25:44,manha,atual,01/11/2019
16,R. Sarmento Leite,9.35,509,2.59722222222222,145,2019-11-05,08:25:44,manha,atual,01/11/2019
17,R. Garibaldi,4.49,447,1.24722222222222,294,2019-11-05,08:35:08,manha,atual,01/11/2019
18,R. Santo Antônio,10.73,568,2.98055555555556,94,2019-11-05,08:53:09,manha,atual,01/11/2019
19,Av. Osvaldo Aranha,18.76,764,5.21111111111111,78,2019-11-05,08:57:32,manha,atual,01/11/2019
20,Av. Independência,8.31,876,2.30833333333333,290,2019-11-05,08:25:44,manha,atual,01/11/2019
21,R. Sarmento Leite,8,329,2.22222222222222,112,2019-11-06,08:31:35,manha,atual,01/11/2019
22,R. Tomaz Flores,8.46,422,2.35,99,2019-11-06,08:39:15,manha,atual,01/11/2019
23,R. Garibaldi,8.72,411,2.42222222222222,106,2019-11-06,08:45:08,manha,atual,01/11/2019
24,R. Sarmento Leite,8.49,422,2.35833333333333,135,2019-11-07,08:19:29,manha,atual,01/11/2019
25,Av. Independência,13.82,742,3.83888888888889,117,2019-11-07,08:26:25,manha,atual,01/11/2019
26,R. Garibaldi,6.74,672,1.87222222222222,262,2019-11-07,08:26:28,manha,atual,01/11/2019
27,R. Santo Antônio,6.96,656,1.93333333333333,240,2019-11-07,08:49:03,manha,atual,01/11/2019
28,Av. Osvaldo Aranha,21.25,985,5.90277777777778,73,2019-11-07,08:44:34,manha,atual,01/11/2019
29,R. Sarmento Leite,11.09,647,3.08055555555556,143,2019-11-07,08:19:29,manha,atual,01/11/2019
30,R. Garibaldi,5.72,672,1.58888888888889,327,2019-11-07,08:26:28,manha,atual,01/11/2019
31,R. Tomaz Flores,6.98,258,1.93888888888889,86,2019-11-08,07:54:03,manha,atual,01/11/2019
32,R. Garibaldi,8.61,1020,2.39166666666667,277,2019-11-08,08:28:00,manha,atual,01/11/2019
33,R. Sarmento Leite,13.46,509,3.73888888888889,85,2019-11-08,08:53:53,manha,atual,01/11/2019
34,Av. Osvaldo Aranha,14.17,799,3.93611111111111,124,2019-11-08,08:43:22,manha,atual,01/11/2019
35,R. Garibaldi,10.84,1020,3.01111111111111,190,2019-11-08,08:28:00,manha,atual,01/11/2019
36,R. Sarmento Leite,14,647,3.88888888888889,99,2019-11-11,08:58:31,manha,atual,01/11/2019
37,R. Garibaldi,5.77,672,1.60277777777778,323,2019-11-11,08:26:56,manha,atual,01/11/2019
38,R. Santo Antônio,11.64,643,3.23333333333333,94,2019-11-11,08:49:34,manha,atual,01/11/2019
39,R. Garibaldi,9.7,411,2.69444444444444,89,2019-11-11,08:26:56,manha,atual,01/11/2019
40,R. Garibaldi,8.3,672,2.30555555555556,195,2019-11-11,08:26:56,manha,atual,01/11/2019
41,R. Garibaldi,6.23,672,1.73055555555556,292,2019-11-11,08:26:56,manha,atual,01/11/2019
42,R. Garibaldi,4.07,447,1.13055555555556,331,2019-11-11,08:26:56,manha,atual,01/11/2019
43,R. Sarmento Leite,12.85,647,3.56944444444444,114,2019-11-12,08:50:23,manha,atual,01/11/2019
44,R. Garibaldi,4.04,672,1.12222222222222,501,2019-11-12,08:33:28,manha,atual,01/11/2019
45,Av. Independência,15.36,636,4.26666666666667,86,2019-11-12,08:37:52,manha,atual,01/11/2019
46,R. Santo Antônio,10.97,643,3.04722222222222,106,2019-11-12,08:37:54,manha,atual,01/11/2019
47,R. Mostardeiro,10.11,338,2.80833333333333,78,2019-11-12,08:59:46,manha,atual,01/11/2019
48,R. Sarmento Leite,14.22,569,3.95,87,2019-11-12,08:50:23,manha,atual,01/11/2019
49,R. Garibaldi,5.98,672,1.66111111111111,308,2019-11-12,08:33:28,manha,atual,01/11/2019
50,Av. Osvaldo Aranha,8.45,326,2.34722222222222,100,2019-11-13,08:52:19,manha,atual,01/11/2019
51,R. Sarmento Leite,10.69,647,2.96944444444444,151,2019-11-13,08:43:13,manha,atual,01/11/2019
52,R. Santo Antônio,10.18,643,2.82777777777778,122,2019-11-13,08:43:14,manha,atual,01/11/2019
53,Av. Osvaldo Aranha,21.24,985,5.9,75,2019-11-13,08:55:27,manha,atual,01/11/2019
54,Av. Independência,16.92,636,4.7,72,2019-11-13,08:34:25,manha,atual,01/11/2019
55,R. Garibaldi,6.36,672,1.76666666666667,284,2019-11-13,08:32:50,manha,atual,01/11/2019
56,R. Garibaldi,6.17,672,1.71388888888889,296,2019-11-13,08:32:50,manha,atual,01/11/2019
57,Av. Osvaldo Aranha,8.04,326,2.23333333333333,107,2019-11-13,08:52:19,manha,atual,01/11/2019
58,Av. Osvaldo Aranha,9.27,393,2.575,107,2019-11-14,08:52:45,manha,atual,01/11/2019
59,Av. Independência,11.76,742,3.26666666666667,151,2019-11-14,08:38:18,manha,atual,01/11/2019
60,Av. Osvaldo Aranha,21.83,985,6.06388888888889,69,2019-11-14,08:57:27,manha,atual,01/11/2019
61,R. Santo Antônio,8.19,643,2.275,178,2019-11-14,08:40:00,manha,atual,01/11/2019
62,R. Sarmento Leite,7.23,422,2.00833333333333,166,2019-11-14,08:19:50,manha,atual,01/11/2019
63,R. Garibaldi,5.64,672,1.56666666666667,332,2019-11-14,08:21:20,manha,atual,01/11/2019
64,R. Sarmento Leite,5.56,347,1.54444444444444,162,2019-11-14,08:50:58,manha,atual,01/11/2019
65,R. Garibaldi,8.35,672,2.31944444444444,193,2019-11-14,08:21:20,manha,atual,01/11/2019
66,R. Sarmento Leite,11.67,647,3.24166666666667,133,2019-11-14,08:19:50,manha,atual,01/11/2019
67,R. Santo Antônio,11.77,568,3.26944444444444,77,2019-11-15,08:53:26,manha,atual,01/11/2019
68,R. Garibaldi,10.36,411,2.87777777777778,79,2019-11-16,08:54:38,manha,atual,01/11/2019
69,R. Garibaldi,6.58,392,1.82777777777778,151,2019-11-18,06:55:31,manha,atual,01/11/2019
70,R. Sarmento Leite,14.78,647,4.10555555555556,91,2019-11-18,08:43:11,manha,atual,01/11/2019
71,R. Garibaldi,8.89,424,2.46944444444444,109,2019-11-18,08:44:44,manha,atual,01/11/2019
72,R. Santo Antônio,12.86,643,3.57222222222222,75,2019-11-18,08:32:30,manha,atual,01/11/2019
73,Av. Independência,10.69,455,2.96944444444444,106,2019-11-18,08:44:38,manha,atual,01/11/2019
74,R. Garibaldi,6.49,672,1.80277777777778,276,2019-11-18,08:21:05,manha,atual,01/11/2019
75,Av. Osvaldo Aranha,7.47,326,2.075,118,2019-11-18,08:40:16,manha,atual,01/11/2019
76,R. Garibaldi,12.41,424,3.44722222222222,61,2019-11-19,07:58:46,manha,atual,01/11/2019
77,R. Garibaldi,6.71,672,1.86388888888889,264,2019-11-19,08:28:35,manha,atual,01/11/2019
78,R. Santo Antônio,11.2,936,3.11111111111111,155,2019-11-19,08:43:31,manha,atual,01/11/2019
79,R. Garibaldi,8.76,424,2.43333333333333,112,2019-11-19,08:56:06,manha,atual,01/11/2019
80,Av. Independência,12.26,559,3.40555555555556,108,2019-11-19,08:37:47,manha,atual,01/11/2019
81,R. Sarmento Leite,11.65,422,3.23611111111111,86,2019-11-19,08:58:44,manha,atual,01/11/2019
82,R. Garibaldi,9.82,411,2.72777777777778,87,2019-11-19,08:28:35,manha,atual,01/11/2019
83,R. Santo Antônio,6.75,445,1.875,168,2019-11-20,08:33:23,manha,atual,01/11/2019
84,Av. Independência,15.5,742,4.30555555555556,96,2019-11-20,08:31:40,manha,atual,01/11/2019
85,R. Garibaldi,6.88,672,1.91111111111111,255,2019-11-20,08:21:01,manha,atual,01/11/2019
86,R. Sarmento Leite,11.34,647,3.15,138,2019-11-20,08:36:05,manha,atual,01/11/2019
87,Av. Osvaldo Aranha,20.47,799,5.68611111111111,62,2019-11-20,08:58:54,manha,atual,01/11/2019
88,R. Tomaz Flores,5.58,280,1.55,118,2019-11-20,08:47:13,manha,atual,01/11/2019
89,R. Garibaldi,8.52,672,2.36666666666667,187,2019-11-20,08:21:01,manha,atual,01/11/2019
90,R. Garibaldi,9.55,392,2.65277777777778,84,2019-10-21,06:53:11,manha,atual,01/11/2019
91,Av. Independência,5.96,742,1.65555555555556,371,2019-10-21,07:21:03,manha,atual,01/11/2019
92,R. Sarmento Leite,10.16,422,2.82222222222222,106,2019-10-21,07:53:33,manha,atual,01/11/2019
93,R. Prof. Annes Dias,4.9,346,1.36111111111111,220,2019-10-21,07:34:05,manha,atual,01/11/2019
94,R. Garibaldi,13.16,672,3.65555555555556,88,2019-10-21,07:53:44,manha,atual,01/11/2019
95,R. Santo Antônio,13.52,643,3.75555555555556,66,2019-10-21,07:56:51,manha,atual,01/11/2019
96,Av. Independência,5.64,742,1.56666666666667,397,2019-10-21,07:21:03,manha,atual,01/11/2019
97,R. Sarmento Leite,6.13,329,1.70277777777778,157,2019-10-21,08:25:39,manha,atual,01/11/2019
98,R. Garibaldi,11.09,411,3.08055555555556,70,2019-10-21,08:57:54,manha,atual,01/11/2019
99,R. Mostardeiro,9.71,454,2.69722222222222,115,2019-10-21,08:52:56,manha,atual,01/11/2019
100,R. Sarmento Leite,9.11,390,2.53055555555556,112,2019-10-22,07:46:35,manha,atual,01/11/2019
101,R. Prof. Annes Dias,4.38,346,1.21666666666667,249,2019-10-22,07:32:13,manha,atual,01/11/2019
102,Av. Independência,5.8,742,1.61111111111111,384,2019-10-22,07:23:33,manha,atual,01/11/2019
103,R. Garibaldi,3.45,447,0.958333333333333,401,2019-10-22,07:32:24,manha,atual,01/11/2019
104,R. Santo Antônio,11.01,936,3.05833333333333,160,2019-10-22,07:55:51,manha,atual,01/11/2019
105,R. Sarmento Leite,5.73,329,1.59166666666667,170,2019-10-22,07:46:35,manha,atual,01/11/2019
106,Av. Independência,4.55,876,1.26388888888889,603,2019-10-22,07:23:33,manha,atual,01/11/2019
107,R. Prof. Annes Dias,2.73,346,0.758333333333333,421,2019-10-22,07:32:13,manha,atual,01/11/2019
108,R. Santo Antônio,11.53,643,3.20277777777778,96,2019-10-22,08:53:54,manha,atual,01/11/2019
109,R. Santo Antônio,2.97,153,0.825,159,2019-10-22,08:46:22,manha,atual,01/11/2019
110,Av. Independência,7.54,398,2.09444444444444,145,2019-10-22,07:23:33,manha,atual,01/11/2019
111,R. Prof. Annes Dias,3.07,346,0.852777777777778,370,2019-10-23,07:29:16,manha,atual,01/11/2019
112,Av. Independência,5.17,742,1.43611111111111,440,2019-10-23,07:26:21,manha,atual,01/11/2019
113,R. Sarmento Leite,8.82,422,2.45,128,2019-10-23,07:53:44,manha,atual,01/11/2019
114,R. Garibaldi,8.93,447,2.48055555555556,116,2019-10-23,07:50:55,manha,atual,01/11/2019
115,R. Santo Antônio,3.83,175,1.06388888888889,135,2019-10-23,07:53:45,manha,atual,01/11/2019
116,Av. Independência,8.7,807,2.41666666666667,251,2019-10-23,07:26:21,manha,atual,01/11/2019
117,R. Sarmento Leite,11,647,3.05555555555556,145,2019-10-23,08:19:56,manha,atual,01/11/2019
118,R. Santo Antônio,11.63,568,3.23055555555556,79,2019-10-23,08:47:49,manha,atual,01/11/2019
119,R. Prof. Annes Dias,3.77,346,1.04722222222222,296,2019-10-24,07:36:50,manha,atual,01/11/2019
120,Av. Independência,6.52,742,1.81111111111111,333,2019-10-24,07:23:20,manha,atual,01/11/2019
121,R. Sarmento Leite,8.99,329,2.49722222222222,95,2019-10-24,07:59:32,manha,atual,01/11/2019
122,R. Santo Antônio,11.19,643,3.10833333333333,102,2019-10-24,07:49:07,manha,atual,01/11/2019
123,R. Garibaldi,10.56,411,2.93333333333333,76,2019-10-24,07:49:01,manha,atual,01/11/2019
124,Av. Independência,4.89,876,1.35833333333333,555,2019-10-24,07:23:20,manha,atual,01/11/2019
125,R. Sarmento Leite,8.65,422,2.40277777777778,132,2019-10-24,08:49:24,manha,atual,01/11/2019
126,R. Garibaldi,10.43,672,2.89722222222222,135,2019-10-24,08:19:15,manha,atual,01/11/2019
127,R. Santo Antônio,13.1,643,3.63888888888889,72,2019-10-24,08:53:16,manha,atual,01/11/2019
128,R. Prof. Annes Dias,5.7,346,1.58333333333333,184,2019-10-25,07:36:45,manha,atual,01/11/2019
129,Av. Independência,5.06,742,1.40555555555556,451,2019-10-25,07:24:41,manha,atual,01/11/2019
130,R. Sarmento Leite,8.65,422,2.40277777777778,132,2019-10-25,07:47:30,manha,atual,01/11/2019
131,R. Santo Antônio,11.15,568,3.09722222222222,87,2019-10-25,07:47:39,manha,atual,01/11/2019
132,R. Sarmento Leite,5.94,329,1.65,163,2019-10-25,07:47:30,manha,atual,01/11/2019
133,Av. Independência,6.47,876,1.79722222222222,398,2019-10-25,07:24:41,manha,atual,01/11/2019
134,R. Santo Antônio,12.91,568,3.58611111111111,62,2019-10-25,08:59:32,manha,atual,01/11/2019
135,R. Garibaldi,12.93,672,3.59166666666667,91,2019-10-25,08:47:28,manha,atual,01/11/2019
136,Av. Independência,8.05,742,2.23611111111111,255,2019-10-28,07:27:29,manha,atual,01/11/2019
137,R. Garibaldi,9.18,672,2.55,167,2019-10-28,07:35:01,manha,atual,01/11/2019
138,R. Santo Antônio,12.3,568,3.41666666666667,70,2019-10-28,07:51:40,manha,atual,01/11/2019
139,R. Sarmento Leite,9.72,329,2.7,86,2019-10-28,07:58:37,manha,atual,01/11/2019
140,Av. Independência,7.41,742,2.05833333333333,284,2019-10-28,07:27:29,manha,atual,01/11/2019
141,R. Santo Antônio,13.06,568,3.62777777777778,60,2019-10-28,08:59:49,manha,atual,01/11/2019
142,Av. Osvaldo Aranha,21.2,764,5.88888888888889,61,2019-10-29,06:59:32,manha,atual,01/11/2019
143,R. Sarmento Leite,7.16,329,1.98888888888889,129,2019-10-29,07:57:48,manha,atual,01/11/2019
144,Av. Independência,7.9,807,2.19444444444444,285,2019-10-29,07:27:02,manha,atual,01/11/2019
145,R. Santo Antônio,11.36,568,3.15555555555556,83,2019-10-29,07:47:35,manha,atual,01/11/2019
146,R. Mostardeiro,7.1,263,1.97222222222222,99,2019-10-29,07:58:04,manha,atual,01/11/2019
147,R. Sarmento Leite,13.88,647,3.85555555555556,101,2019-10-29,07:57:48,manha,atual,01/11/2019
148,Av. Independência,7.91,784,2.19722222222222,276,2019-10-29,07:27:02,manha,atual,01/11/2019
149,R. Santo Antônio,12.33,568,3.425,69,2019-10-29,08:59:11,manha,atual,01/11/2019
150,R. Sarmento Leite,9.63,647,2.675,175,2019-10-30,07:38:59,manha,atual,01/11/2019
151,Av. Independência,6.08,742,1.68888888888889,362,2019-10-30,07:29:57,manha,atual,01/11/2019
152,R. Garibaldi,9.92,411,2.75555555555556,85,2019-10-30,07:46:13,manha,atual,01/11/2019
153,R. Santo Antônio,10.09,568,2.80277777777778,106,2019-10-30,07:52:23,manha,atual,01/11/2019
154,R. Sarmento Leite,13.1,569,3.63888888888889,99,2019-10-30,07:38:59,manha,atual,01/11/2019
155,Av. Independência,7.78,807,2.16111111111111,290,2019-10-30,07:29:57,manha,atual,01/11/2019
156,R. Santo Antônio,12.86,568,3.57222222222222,62,2019-10-30,08:57:51,manha,atual,01/11/2019
157,R. Tomaz Flores,7.33,280,2.03611111111111,75,2019-10-30,08:57:53,manha,atual,01/11/2019
158,R. Garibaldi,9.96,411,2.76666666666667,85,2019-10-30,08:49:41,manha,atual,01/11/2019
159,Av. Independência,7.1,742,1.97222222222222,300,2019-10-30,07:29:57,manha,atual,01/11/2019
160,R. Sarmento Leite,12.57,647,3.49166666666667,118,2019-10-30,07:38:59,manha,atual,01/11/2019
161,Av. Independência,17.3,742,4.80555555555556,78,2019-10-30,07:29:57,manha,atual,01/11/2019
162,R. Sarmento Leite,13.4,647,3.72222222222222,107,2019-10-30,07:38:59,manha,atual,01/11/2019
163,R. Garibaldi,11.41,1020,3.16944444444444,173,2019-10-31,07:36:19,manha,atual,01/11/2019
164,Av. Independência,8.49,807,2.35833333333333,259,2019-10-31,07:27:19,manha,atual,01/11/2019
165,Av. Osvaldo Aranha,21.91,985,6.08611111111111,68,2019-10-31,07:52:12,manha,atual,01/11/2019
166,R. Sarmento Leite,9.27,422,2.575,120,2019-10-31,07:14:36,manha,atual,01/11/2019
167,R. Sarmento Leite,7.49,329,2.08055555555556,122,2019-10-31,08:20:00,manha,atual,01/11/2019
168,Av. Independência,5.26,742,1.46111111111111,431,2019-10-31,08:12:21,manha,atual,01/11/2019
169,R. Garibaldi,10.03,672,2.78611111111111,145,2019-10-31,08:49:09,manha,atual,01/11/2019
170,R. Santo Antônio,13.79,643,3.83055555555556,63,2019-10-31,08:57:03,manha,atual,01/11/2019
171,R. Garibaldi,3.69,447,1.025,372,2019-10-31,08:49:09,manha,atual,01/11/2019
172,R. Garibaldi,5.98,672,1.66111111111111,308,2019-10-31,08:49:09,manha,atual,01/11/2019
173,R. Garibaldi,4.16,447,1.15555555555556,322,2019-10-31,08:49:09,manha,atual,01/11/2019
174,R. Garibaldi,5.51,447,1.53055555555556,228,2019-10-31,08:49:09,manha,atual,01/11/2019
175,R. Garibaldi,4.07,672,1.13055555555556,497,2019-10-31,08:49:09,manha,atual,01/11/2019
176,R. Garibaldi,4.2,447,1.16666666666667,319,2019-10-31,08:49:09,manha,atual,01/11/2019
1100,R. Prof. Annes Dias,9.26,346,2.57222222222222,100,2019-10-01,07:34:47,manha,obra,01/11/2019
2100,R. Sarmento Leite,10.53,569,2.925,137,2019-10-01,07:28:33,manha,obra,01/11/2019
3100,Av. Independência,9.79,742,2.71944444444444,196,2019-10-01,07:29:56,manha,obra,01/11/2019
4100,Av. Osvaldo Aranha,8.83,393,2.45277777777778,115,2019-10-01,07:39:25,manha,obra,01/11/2019
558,R. Garibaldi,9.93,411,2.75833333333333,85,2019-10-01,07:51:45,manha,obra,01/11/2019
610,Av. Osvaldo Aranha,18.62,679,5.17222222222222,70,2019-10-01,07:47:08,manha,obra,01/11/2019
710,R. Sarmento Leite,10.96,569,3.04444444444444,130,2019-10-01,07:28:33,manha,obra,01/11/2019
810,Av. Independência,9.23,807,2.56388888888889,232,2019-10-01,07:29:56,manha,obra,01/11/2019
910,R. Mostardeiro,12.87,565,3.575,87,2019-10-01,08:55:29,manha,obra,01/11/2019
1010,R. Santo Antônio,12.23,568,3.39722222222222,71,2019-10-01,08:52:18,manha,obra,01/11/2019
1110,Av. Independência,9.5,876,2.63888888888889,243,2019-10-02,07:29:38,manha,obra,01/11/2019
1210,R. Sarmento Leite,9.16,329,2.54444444444444,93,2019-10-02,07:49:51,manha,obra,01/11/2019
1310,R. Garibaldi,11.99,411,3.33055555555556,60,2019-10-02,07:59:12,manha,obra,01/11/2019
1410,R. Santo Antônio,11.12,568,3.08888888888889,87,2019-10-02,07:33:05,manha,obra,01/11/2019
1510,Av. Independência,10.57,876,2.93611111111111,209,2019-10-02,07:29:38,manha,obra,01/11/2019
1610,R. Sarmento Leite,9.1,329,2.52777777777778,94,2019-10-02,07:49:51,manha,obra,01/11/2019
1710,R. Santo Antônio,9.88,363,2.74444444444444,74,2019-10-02,08:46:49,manha,obra,01/11/2019
1810,R. Garibaldi,10.52,672,2.92222222222222,134,2019-10-02,08:48:39,manha,obra,01/11/2019
1910,R. Mostardeiro,12.35,435,3.43055555555556,84,2019-10-02,08:57:01,manha,obra,01/11/2019
2010,Av. Independência,8.92,807,2.47777777777778,243,2019-10-02,07:29:38,manha,obra,01/11/2019
2110,R. Mostardeiro,11.27,435,3.13055555555556,96,2019-10-02,08:57:01,manha,obra,01/11/2019
2210,Av. Independência,9.28,742,2.57777777777778,211,2019-10-03,07:42:15,manha,obra,01/11/2019
2310,R. Sarmento Leite,11.01,422,3.05833333333333,94,2019-10-03,07:46:45,manha,obra,01/11/2019
2410,R. Santo Antônio,11.84,568,3.28888888888889,76,2019-10-03,07:36:07,manha,obra,01/11/2019
2510,R. Garibaldi,11.78,411,3.27222222222222,62,2019-10-03,07:36:06,manha,obra,01/11/2019
2610,Av. Osvaldo Aranha,7.76,393,2.15555555555556,137,2019-10-03,07:53:01,manha,obra,01/11/2019
2710,R. Garibaldi,11.8,424,3.27777777777778,67,2019-10-03,08:57:07,manha,obra,01/11/2019
2810,R. Santo Antônio,12.4,568,3.44444444444444,68,2019-10-03,08:57:16,manha,obra,01/11/2019
2910,Av. Independência,12.26,454,3.40555555555556,85,2019-10-03,08:36:33,manha,obra,01/11/2019
3010,Av. Independência,13.73,742,3.81388888888889,118,2019-10-04,07:29:28,manha,obra,01/11/2019
3110,R. Sarmento Leite,14.57,647,4.04722222222222,93,2019-10-04,07:59:18,manha,obra,01/11/2019
3210,R. Santo Antônio,11.2,568,3.11111111111111,86,2019-10-04,07:51:41,manha,obra,01/11/2019
3310,R. Garibaldi,8.91,672,2.475,175,2019-10-04,07:34:25,manha,obra,01/11/2019
3410,Av. Osvaldo Aranha,17.19,799,4.775,89,2019-10-04,07:47:04,manha,obra,01/11/2019
3510,R. Sarmento Leite,10.33,647,2.86944444444444,159,2019-10-04,07:59:18,manha,obra,01/11/2019
3610,Av. Independência,6.61,742,1.83611111111111,327,2019-10-04,07:29:28,manha,obra,01/11/2019
3710,Av. Osvaldo Aranha,21.76,1284,6.04444444444444,82,2019-10-04,08:59:17,manha,obra,01/11/2019
3810,R. Garibaldi,14.54,1020,4.03888888888889,103,2019-10-04,08:39:02,manha,obra,01/11/2019
3910,R. Mostardeiro,7,565,1.94444444444444,219,2019-10-04,08:26:39,manha,obra,01/11/2019
4010,R. Santo Antônio,10.57,936,2.93611111111111,173,2019-10-04,08:23:20,manha,obra,01/11/2019
4110,Av. Independência,4.43,807,1.23055555555556,572,2019-10-04,07:29:28,manha,obra,01/11/2019
4210,R. Sarmento Leite,14.23,647,3.95277777777778,97,2019-10-07,07:47:35,manha,obra,01/11/2019
4310,Av. Independência,12.22,742,3.39444444444444,142,2019-10-07,07:35:11,manha,obra,01/11/2019
4410,R. Garibaldi,10.64,1020,2.95555555555556,196,2019-10-07,07:39:48,manha,obra,01/11/2019
4510,Av. Osvaldo Aranha,20.77,985,5.76944444444444,77,2019-10-07,07:49:07,manha,obra,01/11/2019
4610,R. Santo Antônio,12.31,568,3.41944444444444,69,2019-10-07,07:33:45,manha,obra,01/11/2019
4710,Av. Osvaldo Aranha,8.32,393,2.31111111111111,125,2019-10-07,07:55:18,manha,obra,01/11/2019
4810,R. Sarmento Leite,14.32,647,3.97777777777778,96,2019-10-07,08:56:54,manha,obra,01/11/2019
4910,Av. Osvaldo Aranha,8.71,326,2.41944444444444,96,2019-10-07,08:45:12,manha,obra,01/11/2019
5010,R. Garibaldi,11.39,411,3.16388888888889,66,2019-10-07,08:50:29,manha,obra,01/11/2019
5110,R. Sarmento Leite,11.86,647,3.29444444444444,129,2019-10-08,07:46:13,manha,obra,01/11/2019
5210,Av. Independência,9.48,807,2.63333333333333,224,2019-10-08,07:34:09,manha,obra,01/11/2019
5310,R. Garibaldi,11.56,672,3.21111111111111,113,2019-10-08,07:30:54,manha,obra,01/11/2019
5410,R. Santo Antônio,12.69,643,3.525,77,2019-10-08,07:58:57,manha,obra,01/11/2019
559,R. Sarmento Leite,8.24,329,2.28888888888889,108,2019-10-08,08:42:45,manha,obra,01/11/2019
561,Av. Independência,10.96,807,3.04444444444444,182,2019-10-08,08:23:55,manha,obra,01/11/2019
571,R. Mostardeiro,12.09,435,3.35833333333333,87,2019-10-08,08:59:32,manha,obra,01/11/2019
581,R. Santo Antônio,13.02,568,3.61666666666667,60,2019-10-08,08:59:38,manha,obra,01/11/2019
591,Av. Independência,12.35,876,3.43055555555556,166,2019-10-09,07:14:11,manha,obra,01/11/2019
601,R. Sarmento Leite,13.25,647,3.68055555555556,109,2019-10-09,07:28:46,manha,obra,01/11/2019
611,Av. Osvaldo Aranha,18.87,699,5.24166666666667,67,2019-10-09,07:52:18,manha,obra,01/11/2019
621,R. Santo Antônio,12.59,568,3.49722222222222,66,2019-10-09,07:58:29,manha,obra,01/11/2019
631,R. Garibaldi,11.7,573,3.25,91,2019-10-09,07:49:13,manha,obra,01/11/2019
641,R. Santo Antônio,4.31,153,1.19722222222222,102,2019-10-09,07:58:19,manha,obra,01/11/2019
651,R. Sarmento Leite,14.52,647,4.03333333333333,93,2019-10-09,08:57:32,manha,obra,01/11/2019
661,Av. Independência,9.53,398,2.64722222222222,105,2019-10-09,08:55:57,manha,obra,01/11/2019
671,R. Santo Antônio,13.01,643,3.61388888888889,73,2019-10-09,08:57:44,manha,obra,01/11/2019
681,R. Garibaldi,10.11,672,2.80833333333333,143,2019-10-09,08:59:23,manha,obra,01/11/2019
691,R. Sarmento Leite,12.45,647,3.45833333333333,120,2019-10-10,07:50:56,manha,obra,01/11/2019
701,Av. Independência,11.87,561,3.29722222222222,110,2019-10-10,08:52:59,manha,obra,01/11/2019
711,R. Sarmento Leite,13.43,647,3.73055555555556,107,2019-10-10,07:50:56,manha,obra,01/11/2019
721,R. Garibaldi,6.62,672,1.83888888888889,269,2019-10-10,08:34:55,manha,obra,01/11/2019
731,R. Garibaldi,13.81,672,3.83611111111111,79,2019-10-10,08:34:55,manha,obra,01/11/2019
741,R. Tomaz Flores,6.69,280,1.85833333333333,88,2019-10-11,07:51:23,manha,obra,01/11/2019
751,Av. Independência,9.36,398,2.6,108,2019-10-11,07:57:29,manha,obra,01/11/2019
761,R. Santo Antônio,11.9,568,3.30555555555556,75,2019-10-11,07:57:35,manha,obra,01/11/2019
771,R. Sarmento Leite,12.23,647,3.39722222222222,123,2019-10-11,08:41:09,manha,obra,01/11/2019
781,R. Santo Antônio,12.82,568,3.56111111111111,63,2019-10-11,08:47:54,manha,obra,01/11/2019
791,R. Garibaldi,9.79,411,2.71944444444444,87,2019-10-11,08:49:32,manha,obra,01/11/2019
801,R. Santo Antônio,11.09,568,3.08055555555556,88,2019-10-14,07:50:53,manha,obra,01/11/2019
811,R. Sarmento Leite,14.94,569,4.15,80,2019-10-14,07:58:24,manha,obra,01/11/2019
821,R. Sarmento Leite,12.51,647,3.475,119,2019-10-14,08:15:58,manha,obra,01/11/2019
831,R. Santo Antônio,12.56,643,3.48888888888889,79,2019-10-14,08:50:23,manha,obra,01/11/2019
841,R. Sarmento Leite,10.47,647,2.90833333333333,155,2019-10-14,08:15:58,manha,obra,01/11/2019
